statement|future|source
Rapid advances in smartphone optical sensors and positional systems provide extensive access for growers and conservationists to affordably capture rich datasets.|no|weforum.org 
Paper and pencil tracking, luck, significant global travel and opaque supply chains are part of today’s status quo, resulting in large amounts of wasted energy, materials and time.|no|weforum.org 
Right now, the development of pharmaceuticals and performance materials relies massively on trial and error, which means it is an iterative, time-consuming and terribly expensive process.|no|weforum.org 
Sheltering-in-place has moved businesses and classrooms to video conferencing, highlighting poor-quality networks.|no|weforum.org 
Technology drives data, data catalyzes knowledge, and knowledge enables empowerment.|no|weforum.org 
Historically, robotics has turned around many industries, while a few select sectors - such as grocery retail - have remained largely untouched.|no|weforum.org 
Microfulfillment centers are located in existing (and typically less productive) real estate at the store level and can operate 5-10% more cheaply than a brick and mortar store.|no|weforum.org 
One thing the current pandemic has shown us is how important technology is for maintaining and facilitating communication - not simply for work purposes, but for building real emotional connections.|no|weforum.org 
At the beginning of the COVID-19 pandemic we saw a lot in the news about concerns over the security of video conferencing companies.|no|weforum.org 
Using data to deeply understand industry processes is profoundly enhancing the ability of field professionals to trust their instincts in real-time decision making, enabling learning and progress while gaining trust and adoption.|no|weforum.org 
Actionable data sheds light where we could not see before, empowering leaders to manage projects proactively rather than reactively.|no|weforum.org 
Precision in planning and execution enables construction professionals to control the environment, instead of it controlling them, and creates repeatable processes that are easier to control, automate, and teach.|no|weforum.org 
Medicine has always been on a quest to gather more knowledge and understanding of human biology for better clinical decision-making.|no|weforum.org 
Financial advisors, who are knowledge workers, have been the mainstay of wealth management: using customized strategies to grow a small nest egg into a larger one.|no|weforum.org 
Since knowledge workers are expensive, access to wealth management has often meant you already need to be wealthy to preserve and grow your wealth. As a result, historically, wealth management has been out of reach of those who needed it most.|no|weforum.org 
The built environment, where humans spend 90% of their lives, is laden with naturally occurring microbiomes comprised of bacterial, fungal and viral ecosystems.|no|weforum.org 
Traditionally, industries like manufacturing and oil and gas have been slow to implement decarbonization efforts as they struggle to maintain productivity and profitability while doing so.|no|weforum.org 
Despite the accelerating regulatory environments we’ve seen surface in recent years, we are now just seeing the tip of the privacy iceberg, both from a regulatory and consumer standpoint.|no|weforum.org 
While the COVID-19 pandemic has provided a difficult lesson in just how susceptible our world is today to human and economic turmoil, it has also - perhaps for the first time in history - necessitated global collaboration, data transparency and speed at the highest levels of government in order to minimize an immediate threat to human life.|no|weforum.org 
History will be our judge, but despite the heroic resolve and resiliency on a country by country basis, as a world we have underperformed.|no|weforum.org 
As a global community and through platforms like the World Economic Forum, we must continue to bring visibility to these issues while recognizing and supporting the opportunities for technology and innovation that can best and most rapidly address them.|no|weforum.org 
Over the past two years, the World Economic Forum – working in close collaboration with a diverse group of experts – has been working on advancing the field of ethics in technology.|no|weforum.org 
This group agreed on the important goal of providing tools and techniques that leaders can use to operationalize ethics during the lifecycle of technology.|no|weforum.org 
This multi-stakeholder project community has made the case for both human-rights-based and ethics-based approaches to the responsible use of technology, promoted the use of behavioural economics principles in organizational design to drive more ethical behaviour with technology, and highlighted techniques for responsible technology product innovation.|no|weforum.org 
However, as our society becomes more aware of the impact of technologies on human rights, leaders are looking at the earliest stages of technological innovation. They are beginning to ask whether investors are conducting ethics and human rights assessments of the start-ups they are investing in or incubating.|no|weforum.org 
A recent report published by Amnesty International reveals that none of the top-10 venture capital firms on the Venture Capital Journal’s top-50 list had adequate human rights due diligence policies in place when evaluating companies.|no|weforum.org 
The year 2021 will be remembered in history as a pivotal year for tech regulation globally. Indeed, earlier this year, the European Commission (EC) released its Artificial Intelligence Act, a comprehensive regulatory proposal that classifies all AI applications under four distinct categories of risks (unacceptable risk, high-risk, limited risk and minimal risk) and introduces specific requirements for each of them.|no|weforum.org 
Public sentiment is shifting in the US as well.|no|weforum.org 
In an April 2021 Pew Research Center survey, 56% of Americans professed support for more regulation of major technology companies versus 47% in June 2020.|no|weforum.org 
Until recently, most students who studied computer science, electrical engineering, and data science could graduate without taking an ethics course.|no|weforum.org 
This is unlike other disciplines such as law and medicine, which treat ethics as a key component of professional training.|no|weforum.org 
Most technologists in the workplace today were not even exposed to the social sciences or humanistic aspects of their future professions throughout their formal education.|no|weforum.org 
Some companies are already mandating responsible technology training for all employees.|no|weforum.org 
Laissez-faire approaches to governance that enable the use and misuse of technology platforms are no longer tolerated.|no|weforum.org 
Indeed, in our work on the Responsible Use of Technology project, we have seen growing interest and participation in sectors from banking to food and beverage -- reminding us that every company is now a technology company.|no|weforum.org 
In economic terms, the results of urbanization have been nothing but impressive.|no|weforum.org 
Cities are accountable for 80% of global GDP. For instance, the Boston-NYC-Washington corridor together with the LA region generates more than 30% of the United States’ annual output.|no|weforum.org 
Success always comes at a cost, and the success of cities is no exception.|no|weforum.org 
Unsustainable consumption patterns, environmental degradation, and persistent inequity are only a few of the issues that afflict modern cities.|no|weforum.org 
Anyone who has ever visited Shanghai, New York, or any other modern megacity lined with gravity-defying skyscrapers can attest to their unique capacity for scale.|no|weforum.org 
However, something much more astonishing is happening behind the scenes.|no|weforum.org 
According to recent research spearheaded by Geoffrey West and Luis Bettencourt, cities take human and physical capital and scale them superlinearly.|no|weforum.org 
In apparent defiance of traditional arithmetic, cities produce more units of output for each unit of input they use when it comes to game-changing statistics such as GDP, wages, patents, and R&D expenditures.|no|weforum.org 
Even better, cities waste fewer resources per capita on infrastructure and services.|no|weforum.org 
This makes them ideally suited for providing realistic answers to the biggest global challenges.|no|weforum.org 
Recent studies have shown that cities excel in fostering community attachment, which is found in open spaces ripe with social offerings, accessible educational systems, and opportunities for civic involvement.|no|weforum.org 
Luckily for us city dwellers, community attachment itself is a positive feedback mechanism that is correlated with overall happiness, GDP growth, and many other desired features of modern life.|no|weforum.org 
In fact, today there are already more functional cities than nation states.|no|weforum.org 
However, even with all their economic prowess and penchant for openness, cities still lack the final ingredients for sustainable dominance: political clout and sovereignty.|no|weforum.org 
From the United States’ National League of Cities to the international Global Parliament of Cities, mayors across the world are forging partnerships that derive their power from shared interests rather than geographical proximity or political collegiality.|no|weforum.org 
At the same time, provincial leaders ranging from Bavaria to Punjab are busily setting up independent trade and investment promotion offices in a competitive bid for financial flows and tourism.|no|weforum.org 
For example, while there are few meaningful parallels between the United Kingdom and Turkey, the ‘remain’ votes of London, Liverpool, and Manchester in the Brexit referendum were driven by similar forces as the ‘against’ votes of Istanbul, Ankara and Izmir in the constitutional referendum in Turkey.|no|weforum.org 
New York and San Francisco have committed to the Paris Agreement, alongside more than 380 other cities, even though the country itself has rejected it.|no|weforum.org 
And while we may not see Ithaca Hours challenging the greenback any time soon, it is already obvious that cities do not need anyone’s permission to make the best of their urban sovereignty.|no|weforum.org 
In smart cities like Tallinn, citizens engage with their urban government effortlessly via digital platforms that enable them to sign contracts, file their taxes, and vote in the Estonian national elections.|no|weforum.org 
Perhaps the most underappreciated promise of digitization is localized e-governance.|no|weforum.org 
In this new environment, business model change often translates to skill set disruption almost simultaneously and with only a minimal time lag (Figure 8A).|no|weforum.org 
Our respondents report that a tangible impact of many of these disruptions on the adequacy of employees’ existing skill sets can already be felt in a wide range of jobs and industries today (Figure 8B).|no|weforum.org 
During previous industrial revolutions, it has often taken decades to build the training systems and labour market institutions needed to develop major new skill sets on a large scale.|no|weforum.org 
Given the upcoming pace and scale of disruption brought about by the Fourth Industrial Revolution, however, this may simply not be an option.|no|weforum.org 
For example, current technological trends are bringing about an unprecedented rate of change in the core curriculum content of many academic fields, with nearly 50% of subject knowledge acquired during the first year of a four-year technical degree outdated by the time students graduate, according to one popular estimate.|no|weforum.org 
A focus on the state of the talent pipeline for traditional formal qualifications and ‘hard skills' therefore risks dramatically understating the scale of impending skill set disruption if a large part of the existing subject knowledge of the current workforce will be outdated in just a few years.|no|weforum.org 
Beyond hard skills and formal qualifications, employers are often equally concerned about the work-related practical skills or competences that current employees (or prospective new hires) are able to use in order to perform various job tasks successfully.|no|weforum.org 
There are various reasons for such dramatic shifts in expected skills requirements.|no|weforum.org 
While most jobs require use of a wide range of skills, somewhat different skill set combinations are sought after in different industry sectors.|no|weforum.org 
In light of technological trends such as the ones outlined in this Report, in recent years many countries have undertaken significant efforts to increase the amount of STEM (science, technology, engineering and mathematics) graduates produced by their national education systems (Table 8A).|no|weforum.org 
Yet when it comes to the traditional tools policymakers and employers have at their disposal to navigate this change there often is a time lag of months, if not years, until updated information becomes available.|no|weforum.org 
For example, hundreds of millions of workers across the globe have added their professional information—including their education, skills, and past and present jobs—to online talent platforms such as LinkedIn, affording these providers with unique insights into changing skills supply.|no|weforum.org 
Around 36% of respondents also voiced a concern about the availability of qualified talent, in particular employers in the Energy, Information and Communication Technology and Mobility industries.|no|weforum.org 
The Information and Communication Technology industry sees this issue as their main barrier to a more gender balanced workforce.|no|weforum.org 
Basic and Infrastructure has a similarly low number of female junior staff, but there is less emphasis by respondents on incoming talent qualification, with unconscious bias by managers instead cited as the top concern.|no|weforum.org 
Lack of work-life balance is perceived as a particular barrier in the Consumer and Financial Services & Investors industries.|no|weforum.org 
Many employers thus believe lack of work-life balance is a key deterrent to women’s participation at work. This factor thus appears to influence all industries.|no|weforum.org 
While in nearly all industries and geographies there has been a marked shift away from deliberate exclusion of women from the workplace, there continue to be cultural beliefs that lead to unconscious biases.|no|weforum.org 
This includes perceptions that successful, competent women are less nice; that strong performance by women is due to hard work rather than skills; and assumptions that women are less committed to their careers.|no|weforum.org 
In addition, especially in well-established, older organizations, workplace structures that were designed for a past era still, often unwittingly, favour men.|no|weforum.org 
Additionally, women’s historically low participation in the labour market means they have relatively fewer role models to look towards across all industries.|no|weforum.org 
Research from the US, UK and Germany suggests that women have a poor perception of senior roles and lack a clear line of sight as to how senior leadership positions might help them achieve their objectives, lacking role models who can reveal the trade-offs and benefits they bring.|no|weforum.org 
Women’s confidence and aspirations are seen as another barrier. Women are less likely to want a top job—citing the stress or pressure of the role as a deterrent.|no|weforum.org 
In order to map labour market changes, LinkedIn’s analytics describe each job function as an agglomeration of skills, enabling the platform to nowcast changes in the skills landscape as members update their professional information.|no|weforum.org 
This enables the platform to identify clusters of skills that are particularly associated with the profiles of members with common job functions and titles and to map how these change over time.|no|weforum.org 
It also allows for identifying nuances and differences between the skill sets of common job functions in different industries or geographies.|no|weforum.org 
For example, the heatmap below shows how the most common skills reported by mechanical engineers vary across different industries.|no|weforum.org 
The dark blue color in area 1 in the chart below shows that mechanical engineers working in various sectors of the Mobility industry have similar skills.|no|weforum.org 
It also shows that their skills differ from the skills of mechanical engineers who work in the Healthcare industry (area 2) or the Energy and Basic and Infrastructure sectors (areas 3 and 4).|no|weforum.org 
This supply-side analysis can be complemented with analysis of skills demand—whether based on job listings, within-job hiring rates, governmental forecasts, or employer surveys such as the one presented in this Report—to identify emerging skills gaps and inform training and skills programmes to prepare the workforce for future requirements.|no|weforum.org 
At the national level, countries experience varying inflows and outflows of talent over time.|no|weforum.org 
Outflows and inflows of talent often do not have the same skills compositions, resulting in a correlation between talent mobility and changing skills gaps across countries and over time.|no|weforum.org 
At same time, however, job families expecting the highest employment growth, such as Architecture and Engineering and Computer and Mathematical, currently have some of the lowest female participation and find it much harder than average to recruit women.|no|weforum.org 
Our respondents’ views concerning the barriers to women’s workforce participation vary by industry and often reflect different industry cultures in addition to overarching economic and societal factors.|no|weforum.org 
Finally, where each industry stands specifically is often affected by how recently an industry has improved its gender balance.|no|weforum.org 
Given that career choices are disproportionately affected by prior experience and bias, traditionally male dominated professions often find it difficult to attract women.|no|weforum.org 
TODAY, HOMES ARE increasingly “smart,” with wired fridges, doorbells, and other WiFi-enabled devices booming.|no|WIRED.com 
And yet, of all home security concerns, one of the most critical tech upgrades is happening in a space often overlooked: the very air we breathe.|no|WIRED.com 
Smart Detection is an array of WiFi-enabled alarms that detect threats of smoke, carbon monoxide (CO), water leaks, frozen pipes, and indoor air quality issues, and it provides alerts—all monitored by homeowners in a single app.|no|WIRED.com 
According to the Centers for Disease Control and Prevention (CDC), roughly 50,000 people per year go to the emergency room due to accidental carbon monoxide (CO) poisoning.|no|WIRED.com 
Using a built-in air quality sensor, the WiFi-enabled device measures a home’s temperature, humidity, and total volatile organic compounds (TVOCs), which are harmful airborne irritants that come from everyday items like ​​paints and lacquers, cleaning supplies, pesticides, cosmetics, and building materials.|no|WIRED.com 
Electricity production and heat add up to a quarter of all global emissions and, since almost every activity you can imagine requires electricity, cleaning up power grids has huge knock-on effects.|no|WIRED.com 
The foothills of the Swiss Alps is a fitting location for a gravity energy storage startup: A short drive east from Energy Vault’s offices will take you to the Contra Dam, a concrete edifice made famous in the opening scene of GoldenEye, where James Bond bungee-jumps down the dam’s 220-meter-high face to infiltrate a top-secret Soviet chemical weapons facility.|no|WIRED.com 
Water and height—Switzerland has both of these resources in abundance, which is why the country was an early pioneer of the oldest and most widely used large-scale energy storage on the planet: pumped hydro.|no|WIRED.com 
When videoconferencing technology appeared in offices more than two decades ago, hybrid brainstorm sessions were for the most part a one-way conversation.|no|WIRED.com 
Innovations in workplace technology don’t end with the conference room.|no|WIRED.com 
Rulers from Mesopotamia to Manhattan have sought knowledge of the future in order to obtain strategic advantages—but time and again, they have failed to interpret it correctly, or they have failed to grasp either the political motives or the speculative limitations of those who proffer it.|no|WIRED.com 
There is an assumption that the more scientific the approach to predictions, the more accurate forecasts will be.|no|WIRED.com 
Since the earliest civilizations, the most important distinction in this practice has been between individuals who have an intrinsic gift or ability to predict the future, and systems that provide rules for calculating futures.|no|WIRED.com 
At the same time, rather than depending on technological advances, other forecasters have turned to the strategy of crowdsourcing predictions of the future.|no|WIRED.com 
Polling public and private opinions, for example, depends on something very simple—asking people what they intend to do or what they think will happen.|no|WIRED.com 
Assembling a panel of experts to discuss a given topic, the thinking goes, is likely to be more accurate than individual prognostication.|no|WIRED.com 
Reports in both the US and the UK, for example, stressed the significance of public health systems in responding effectively to a global crisis, but they did not convince either country to bolster their systems.|no|WIRED.com 
A science for predicting the length of life carries with it a judgement of its value: that more life equates to better or more worthwhile life.|no|WIRED.com 
When it comes to liability, we should be able to communicate the same model of liability applied to toys to the manufacturers of robot nannies: Make your robots reliable, describe what they do accurately, and provide sufficient notice of reasonably foreseeable danger from misuse.|no|WIRED.com 
The failure of a small number of parents to adequately safeguard stairways or properly supervise their children using such products has resulted in injuries or deaths.|no|WIRED.com 
No legislator wants to be associated with dead babies.|no|WIRED.com 
No one has yet banned guns or automobiles, which are far more significant causes of child injury and death.|no|WIRED.com 
Society needs to become more attentive to technology’s potential to improve the human condition rather than simply focusing on more immediate payoffs, like wealth and consumption.|no|WIRED.com 
Robots are very different from television and dogs in that robots provide interactivity of a highly reliable sort.|no|WIRED.com 
We know that a child’s ability to bond with parents has a long-term impact on their ability to form friendships, romantic relationships, and generally integrate with society.|no|WIRED.com 
Of course, even if we discover correlations between children with a preference for interaction with AI and robots and the expression of other forms of introverted behavior, this does not mean that AI and robots are necessarily bad for these children.|no|WIRED.com 
The United Nations Convention on Rights of the Child—which has been ratified by every nation in the world with the notable exception of the United States—enumerates certain basic human rights for each child.|no|WIRED.com 
A primary right of this all-encompassing social, political, economic, and cultural treaty is the concept of a child’s agency and right to participation.|no|WIRED.com 
Robotics and AI have already entered the domestic domain in the form of smartphones and AI assistants, and research reveals their impact on traditional family dynamics.|no|WIRED.com 
Still, our goal must be that AI empowers not only the adults who love children, but the children themselves.|no|WIRED.com 
Robots are manufactured devices that if they represent anything, represent the entities that develop and market them.|no|WIRED.com 
When the last person left the moon in 1972, few could have predicted that humans wouldn’t return for another 50 years.|no|WIRED.com 
We have to massively subsidize solar panels and electric cars. We have to bolster public transportation and redesign cities to discourage the use of cars.|no|WIRED.com 
To date, only about a million people have had their whole genomes sequenced.|no|WIRED.com 
Nuclear energy gets a bad rap in some American environmental circles and it’s not hard to see why.|no|WIRED.com 
The United Nations is supposed to stick to more solid ground, but some of its Sustainable Development Goals for 2030 sound nearly as fantastical. In a mere 10 years, the UN plans to eradicate poverty “in all its forms everywhere.”|no|WIRED.com 
The good news is that crushing global poverty has declined significantly: The World Bank reports that 1.1 billion fewer people live in extreme poverty than did in 1990.|no|WIRED.com 
The organization has been working with countries to improve education, gender equality, food security, social services, and more.|no|WIRED.com 
But the gains are unevenly distributed, and climate change now threatens to undo much of the progress, pushing millions back into destitution and creating a “climate apartheid.”|no|WIRED.com 
Global losses from cybercrime totaled more than $1 trillion in 2020, according to a report by the Center for Strategic and International Studies, double the amount from only two years before.|no|WIRED.com 
“Our driving force is to ensure a customer’s data is where they need it to be, whether that’s due to customer preferences, regulatory requirements, or just ease of use,” says Lopes. “With every version of SQL Server, we want to give them the tools to gather and explore the data wherever they need it, all while keeping it safe.”|no|WIRED.com 
Organizations are inundated with torrents of data, which in turn create massive data sets that take an increasing amount of time and resources to analyze, even with advanced algorithms and processors.|no|WIRED.com 
In the past, prolonging the life of a garment was the norm. Things were worn, cared for and fixed time and again.|no|WIRED.com 
Currently however, it’s estimated that the average garment is worn only ten times before being disposed of, according to a leading clothes waste charity.|no|WIRED.com 
Right now, of China’s 810,000 public charging points, more than 70 percent are in heavily populated coastal areas, such as Guangdong and Shanghai.|no|WIRED.com 
Back then, China was aware it couldn’t match the West in internal combustion engine innovation, says Fengming Lu, a lecturer in the department of political and social change at the Australian National University.|no|WIRED.com 
Today, not only does China produce the majority of the world’s EV batteries, it’s also forging ahead with the development and manufacturing of EVs—and selling them to the world.|no|WIRED.com 
“Foreign auto brands were seen as the most desirable, but that’s different for electric vehicles,” says Ilaria Mazzocco, a fellow at the Center for Strategic and International Studies who has researched the Chinese EV industry.|no|WIRED.com 
And local governments offer plenty of incentives: In some cities, EV owners pay less for license plates and can keep driving on days when conventional vehicles are restricted due to high air pollution.|no|WIRED.com 
In 2009, China’s government enacted a series of policies to promote research and development and encourage state oil companies to invest in EV infrastructure.|no|WIRED.com 
China’s interoperability gives it an advantage over other countries that are trying to encourage EV adoption, says Anders Hove, a Beijing-based researcher for the Oxford Institute for Energy Studies.|no|WIRED.com 
Drivers can plug into any outlet and generally don’t need special cards or subscriptions, and they can pay with QR codes using common payment methods such as WeChat Pay or Alipay.|no|WIRED.com 
The government has also heavily subsidized all aspects of the industry, including battery manufacturing. For example, from 2015 to 2019 automakers that manufacture cars in China were required to use batteries from a handful of white-listed domestic companies in order to be eligible for government subsidies, says Lu, a measure that helped create domestic battery giants like CATL and BYD.|no|WIRED.com 
China’s two main state electric companies, State Grid and Southern Grid, maintain networks of high-speed charging stations along highways, while private companies generally install facilities within cities and villages.|no|WIRED.com 
At some point, technology will become sophisticated enough to change DNA however desired.|yes|futechblog.com 
As a consequence, at this point it will be possible to actually design human beings.|yes|futechblog.com 
And blockchain is seen as a greatly disruptive technology that will take over numerous markets and industries in the future.|yes|futechblog.com 
Surely, plan A is to reduce global warming by changing the way we live, especially the way we produce and consume energy. However, there is a good chance that we will not succeed with plan A.|yes|futechblog.com 
Therefore, plan B is to adapt to the changing environment, increasing temperatures and more extreme weather phenomena. This poses a sheer endless list of yet unsolved problems. In fact, it is very realistic to assume that many countries will also fail with plan B.|yes|futechblog.com 
Genetic engineering or DNA technology is without doubt a rapidly growing field and will most likely open up mind-boggling possibilities in the future.|yes|futechblog.com 
Technologies like CRISPR will without doubt change the lives of millions of people for the better!|yes|futechblog.com 
It is not at all unrealistic that a variety of genetic diseases will be cured by this technology.|yes|futechblog.com 
Also, personalized medicine will drastically advance to a point where drugs are individually adapted to a patient.|yes|futechblog.com 
It is not a new technique to genetically modify plants for an increased crop yield. In the future this trend will likely accelerate with possibly entirely new kinds of food or food produced in a lab (in vitro).|yes|futechblog.com 
Climate change is one of the most pressing issues of our times, and we have not found a solution yet. Maybe, someday genetically modified plants will play its part in solving this too.|yes|futechblog.com 
Another objection is that it will be very hard to reach international consensus for such action.|yes|futechblog.com 
Even if all countries in the world would agree that geoengineering is necessary it would be very hard to agree on the details.|yes|futechblog.com 
In fact, we can expect to have much more knowledge very soon.|yes|futechblog.com 
Other technologies like artificial intelligence and quantum computing will drastically improve climate simulations.|yes|futechblog.com 
What Brain-Computer-Interfaces will make possible in the future definitely sounds like science fiction today.|yes|futechblog.com 
BCIs will allow humans to control computers and thus move objects only by thinking about it!|yes|futechblog.com 
First off, there are a lot of beneficial use cases that will not immediately, drastically change our world.|yes|futechblog.com 
Another example, BCIs will soon be used in computer games.|yes|futechblog.com 
Computer mice for games become more and more complex, but the developers cannot put an infinite amount of buttons on them. So, controlling additional things in the game via thoughts can be the future here.|yes|futechblog.com 
I cannot wait for the time when I will only have to think about these lines and they will appear on my computer screen.|yes|futechblog.com 
Eventually, BCIs will revolutionize education.|yes|futechblog.com 
If the BCI serves as a source of input directly in the brain. This would literally enable humans to download information onto your own natural hard drive — your brain.|yes|futechblog.com 
You will not have to sit down and learn vocabulary for hours anymore. Instead, you will simply download the vocabulary via the BCI inserted in your brain and it will feel as if you have always known those vocabulary.|yes|futechblog.com 
You can google with your brain! Your brain essentially becomes the internet!|yes|futechblog.com 
Having your brain connected to the internet would mean that you can text other people via thought. Or even talk to other people through that connection, without actually opening your mouth.|yes|futechblog.com 
If we think it through to the utmost extreme, you could not only share thoughts with anyone but also emotions or experiences and memories.|yes|futechblog.com 
Just implant for example a radio wave detector somewhere into the body and connect it with the BCI in the brain. The BCI will then feed the respective electrochemical signals to the natural part of the brain. The product would then be a human that can experience radio waves.|yes|futechblog.com 
Since we humans tend to think in linear ways, technology will always develop faster than we expect it.|yes|futechblog.com 
With solutions like this, the smart city has the potential to solve the worldwide issue of rapid population growth in urban areas.|yes|futechblog.com 
The concept “smart city” will affect the everyday life of billions of people and hopefully significantly improve their quality of life.|yes|futechblog.com 
Of course, entertainment is a huge field for AR to be applied. Movies and games can become much more immersive.|yes|futechblog.com 
At the time of writing hundreds of cities around the globe are about to implement their smart city programs.|yes|futechblog.com 
Despite all the difficulties, without doubt will the future’s cities become smarter. The positive aspects simply outweigh the problems that might occur along the way.|yes|futechblog.com 
Last but not least, chances are good that in the long-term augmented reality will change the regular office workplace.|yes|futechblog.com 
There is no doubt that augmented reality is here to stay.|yes|futechblog.com 
Just to get your imagination right, these weapons will never have a humanoid form.|yes|futechblog.com 
So, it is very likely that one day there will be weapons that are fully automated.|yes|futechblog.com 
This means that battles will be fought at a level and speed that humans cannot even comprehend anymore and certainly cannot control.|yes|futechblog.com 
Since so many influential people campaign against a global AI arms race, there is still a realistic chance for a future without fully automated weapons.|yes|futechblog.com 
So let us imagine future wars will be fought with AI supported weapons.|yes|futechblog.com 
As mentioned above, LAWs will not be expensive and will not require a lot of hardware. So once they are common to use for the military, criminals will get their hands on them too. And that is where it really becomes dangerous for the average citizen that might not even be involved in any criminal or military activity.|yes|futechblog.com 
All products will have become services. “I don't own anything. I don't own a car. I don't own a house. I don't own any appliances or any clothes,” writes Danish MP Ida Auken. Shopping is a distant memory in the city of 2030, whose inhabitants have cracked clean energy and borrow what they need on demand. It sounds utopian, until she mentions that her every move is tracked and outside the city live swathes of discontents, the ultimate depiction of a society split in two.|yes|weforum.org 
There is a global price on carbon. China took the lead in 2017 with a market for trading the right to emit a tonne of CO2, setting the world on a path towards a single carbon price and a powerful incentive to ditch fossil fuels, predicts Jane Burston, Head of Climate and Environment at the UK’s National Physical Laboratory.|yes|weforum.org 
US dominance is over. We have a handful of global powers. Nation states will have staged a comeback, writes Robert Muggah, Research Director at the Igarapé Institute. Instead of a single force, a handful of countries – the U.S., Russia, China, Germany, India and Japan chief among them – show semi-imperial tendencies. However, at the same time, the role of the state is threatened by trends including the rise of cities and the spread of online identities.|yes|weforum.org 
Farewell hospital, hello home-spital. Technology will have further disrupted disease, writes Melanie Walker, a medical doctor and World Bank advisor. The hospital as we know it will be on its way out, with fewer accidents thanks to self-driving cars and great strides in preventive and personalised medicine. Scalpels and organ donors are out, tiny robotic tubes and bio-printed organs are in.|yes|weforum.org 
We are eating much less meat. Rather like our grandparents, we will treat meat as a treat rather than a staple, writes Tim Benton, Professor of Population Ecology at the University of Leeds, UK. It won’t be big agriculture or little artisan producers that win, but rather a combination of the two, with convenience food redesigned to be healthier and less harmful to the environment.|yes|weforum.org 
Today’s Syrian refugees, 2030’s CEOs. Highly educated Syrian refugees will have come of age by 2030, making the case for the economic integration of those who have been forced to flee conflict. The world needs to be better prepared for populations on the move, writes Lorna Solis, Founder and CEO of the NGO Blue Rose Compass, as climate change will have displaced 1 billion people.|yes|weforum.org 
The values that built the West will have been tested to breaking point. We forget the checks and balances that bolster our democracies at our peril, writes Kenneth Roth, Executive Director of Human Rights Watch.|yes|weforum.org 
“By the 2030s, we'll be ready to move humans toward the Red Planet.” What’s more, once we get there, we’ll probably discover evidence of alien life, writes Ellen Stofan, Chief Scientist at NASA. Big science will help us to answer big questions about life on earth, as well as opening up practical applications for space technology.|yes|weforum.org 
Gender parity is good for everyone. When human capital is diverse, companies become more creative and productive—two qualities that will continue to be essential as economies today rebuild and restructure.|yes|weforum.org 
The World Economic Forum is partnering with the US Special Presidential Envoy for Climate John Kerry and over 50 global businesses to invest in innovative green technologies. These financing commitments will ensure new technologies are available for scale-up by 2030 and make a critical contribution to achieving net-zero emissions by 2050.|yes|weforum.org 
If sufficient numbers of global companies commit certain proportions of their forward purchasing to green technologies in this decade, this will create a tipping point that accelerates their affordability and drives long-term, net-zero transformation across industrial value chains.|yes|weforum.org 
Looking to the future, the direction of travel is clear. Digital ways of working will become ever more important as social innovators harness new ways to deliver their services, from smart healthcare to micro-finance and resources management.|yes|weforum.org 
The Global Future Council on Mental Health envisions a future where digital technologies are a robust additional tool for providing mental health solutions to populations and geographies that would be difficult to access through traditional in-person care; where national mental health policies are supported by robust data on community needs and treatment outcomes; and where “mental wealth”, an approach that integrates the mental health of populations into measures of social and economic progress, becomes an important consideration in evaluating the prosperity of nations.|yes|weforum.org 
Credit will become accessible to those ignored by traditional financial institutions|yes|weforum.org 
Web3 technologies will revolutionize the world of commerce|yes|weforum.org 
Physical and digital (phygital?) ‘things’ will be listed and traded on an open, liquid, digital market|yes|weforum.org 
With an explosion in internet penetration across the world accompanied by the proliferation of digital labour marketplaces or platforms, 'gig-work' is going to become the predominant mode of work.|yes|weforum.org 
Soon, digital labour marketplaces will embed financial services into their products which will make credit accessible for many people who are ignored by traditional financial institutions.|yes|weforum.org 
Over time, technology will enable financial stability and discipline without the need for people to gain relevant knowledge.|yes|weforum.org 
AI and machine learning advisors will become ubiquitous, constantly recommending the next gig, next investment or next online class to us, truly democratizing growth and financial wellbeing.|yes|weforum.org 
Just as decentralized finance’s ‘money lego’ applications have begun to unbundle traditional finance, an ecosystem of decentralized ‘commerce lego’ protocols and applications will evolve to create an open marketplace for things, where everyone can share in the value they create.|yes|weforum.org 
The data industry will become more inclusive and affordable’|yes|weforum.org 
In the next few years, so long as governments allow it, we'll see technology in the data industry become more inclusive and affordable as startups enter the space.|yes|weforum.org 
In the future, our focus will be on the human experience|yes|weforum.org 
The transition to the metaverse will be not a technological but a sociological paradigm shift.|yes|weforum.org 
The metaverse will be shaped by the communication of our emotions, enabled by technologies such as virtual and augmented reality, and brain-computer interfaces. New hardware, platforms, disciplines, and senses will come into play.|yes|weforum.org 
We'll redefine social contracts in the virtual world, where emotion, trust, and safety become our most important currencies.|yes|weforum.org 
We'll decentralize the platform experience in favour of the human being.|yes|weforum.org 
Battery powered construction will underpin sustainability efforts|yes|weforum.org 
Looking into the future, long-duration ESSs–which only need recharging weekly, monthly or longer–make off-site recharging from solar or wind farms a real possibility.|yes|weforum.org 
The world is still figuring out the right technology base for long-duration ESSs, but there are multiple options: flow batteries, non-lithium-ion non-flow batteries, gravity-based ESSs, heat-based ESSs and hydrogen–and a winner, or winners are sure to emerge.|yes|weforum.org 
Building will dynamically respond and adjust to support human wellness and comfort|yes|weforum.org 
Most building systems are still manually controlled, but in coming years, we'll see this status quo totally upended.|yes|weforum.org 
