statement,future,source
My delegation regards all of them as very significant and will set forth its position in the appropriate Committees.,Yes,UN General Debates Corpus
UThant will best be remembered for having built up the moral stature of the office of the Secretary-General to great heights.,Yes,UN General Debates Corpus
So long as they fail to do that they will continue to assume a particularly significant responsibility for the prolongation of this tragic situation.,Yes,UN General Debates Corpus
In the interdependent world of today the battle for peace will have to be waged in all regions and on all fronts.,Yes,UN General Debates Corpus
They will help slow down the dangerous momentum of the arms race.,Yes,UN General Debates Corpus
It is now clear that if progress is to be made on any of these fronts an interconnected and concerted international action will be required.,Yes,UN General Debates Corpus
Already the realization has dawned on us that we may not have succeeded in matching the International Development Strategy we have devised [resolution 2626 (XXV)] with an appropriate institutional arrangement that will enable us to carry it out.,Yes,UN General Debates Corpus
It must be clear to all of us that if such violence continues no one is going to remain unaffected.,Yes,UN General Debates Corpus
Failure to take effective and prompt international action will breed further violence.,Yes,UN General Debates Corpus
My delegation is certain that their wise counsel will be of utmost benefit to us all in the deliberations upon which we have embarked.,Yes,UN General Debates Corpus
I believe that none of us will disagree with the view that the world economy does not develop in favor of the developing countries.,Yes,UN General Debates Corpus
It is to youth that we shall pass on the United Nations its successes as well as its failures- and they are the ones who will carry on our work in saving succeeding generations from the scourge of war.,Yes,UN General Debates Corpus
My country is confident that the United Nations will have an ever-growing role to play in common efforts towards this goal.,Yes,UN General Debates Corpus
My Government trusts that the Danish people will ensure the entry of Denmark into the European Communities as from the beginning of 1973.,Yes,UN General Debates Corpus
The normalization of relations between these two countries will contribute in a large measure to the solution of outstanding differences between Pakistan and Bangladesh.,Yes,UN General Debates Corpus
Otherwise there will be no distinction between the policies adopted by Uganda and those adopted by South Africa.,Yes,UN General Debates Corpus
But it will be necessary in the first instance to define terrorism and to exclude from its connotations the freedom-fighters and liberation movements for which the Organization of African Unity has doubled its contribution this year.,Yes,UN General Debates Corpus
I am convinced that all States will consider favorably the draft convention submitted by the United States for the prevention and punishment of certain acts of international terrorism [A/C.,Yes,UN General Debates Corpus
Thus my country continues and will continue unflaggingly to participate actively in the work of our Organization in the various fields of international cooperation.,Yes,UN General Debates Corpus
We consider that in the present circumstances the consistent application of the principle of non-use of force will undoubtedly contribute to the elimination of existing armed conflicts and the creation of more favorable conditions for ending the arms race and bringing about general and complete disarmament.,Yes,UN General Debates Corpus
This will be a decisive condition for the settlement of the problem of Viet-Nam on the basis of the well-known and constructive proposals of the Democratic Republic of Viet-Nam and the Provisional Revolutionary Government of the Republic of South Viet-Nam.,Yes,UN General Debates Corpus
The Mongolian People's Republic considers that the establishment of regional security systems will undoubtedly be an important factor in the safeguarding of universal peace and security.,Yes,UN General Debates Corpus
The holding of such a conference will be an important milestone in the efforts to establish a collective security system in that part of the world.,Yes,UN General Debates Corpus
The Government of the Mongolian People's Republic will continue to support the policy of the Government of the Democratic People's Republic of Korea on the settlement of the Korean problem in accordance with the national interests of the Korean people.,Yes,UN General Debates Corpus
Our delegation will set forth in detail its position on this and other disarmament questions when they are taken up specifically.,Yes,UN General Debates Corpus
We are confident that the People's Republic of Bangladesh will take its lawful seat in this world organization.,Yes,UN General Debates Corpus
Whatever disputes or differences exist at present or may arise in the future can and must be resolved by peaceful means and in a manner that will recognize and preserve the legitimate rights of all parties concerned without prejudice to their basic national interests.,Yes,UN General Debates Corpus
The peace and security of the Gulf will be greatly enhanced by making the Indian Ocean region a zone of peace.,Yes,UN General Debates Corpus
We support the resolution adopted by the General Assembly last year on this question [resolution 2832 (XXVI)] and will welcome any further action at this session to ensure its implementation.,Yes,UN General Debates Corpus
It will be unnecessary for me to dwell upon the serious economic problems facing the developing countries and the failure of all attempts to narrow the ever-widening gap between the developed and the developing countries.,Yes,UN General Debates Corpus
Nobody will underestimate the difficulties of grappling with the subject of international terrorism.,Yes,UN General Debates Corpus
It will be a sad reflection on our strength of purpose and on the capacity of this Organization if no effective means can be found to eliminate the threat to innocent lives which this modern phenomenon presents.,Yes,UN General Debates Corpus
We regard this as a major social advance and will be happy to provide details to any other countries which may be interested in it.,Yes,UN General Debates Corpus
We trust that he will continue to do so and he is certainly assured of the support and co-operation of New Zealand in that role.,Yes,UN General Debates Corpus
My delegation believes that the consideration of the item in its amended form will clarify the full dimensions of this problem.,Yes,UN General Debates Corpus
I am certain that in my words of greeting Mr. Waldheim will detect not only the affectionate message of a colleague and friend of many years standing but also and chiefly the conviction held by the Foreign Minister of a country whose international involvement keeps up with its growth that our Secretary-General possesses the indispensable qualities of moderation and dynamism required by the office he occupies.,Yes,UN General Debates Corpus
This tradition also presents the challenge of initiating a critical analysis of the international political scene in the light of the diplomatic events of the past 12 months and from the angle of the repercussions that same activity will have on this broad and irreplaceable forum for the harmonization of the external behavior of States which is the United Nations.,Yes,UN General Debates Corpus
All police measures against these actions and against the hijacking of aircraft for political reasons will remain without effect.,Yes,UN General Debates Corpus
It is within this framework that the Secretary-General has told us that the year 1974 will be the Population Year.,Yes,UN General Debates Corpus
It is almost a certainty today that no war will ravage Europe or North America.,Yes,UN General Debates Corpus
Our deep admiration for you as a public figure and a statesman assures us that this session under your guidance will move nations from narrow national conceptions towards planetary conceptions of freedom and justice for all mankind and of sovereign equality for all States.,Yes,UN General Debates Corpus
His voice and effective gavel will long be remembered by all who sat here.,Yes,UN General Debates Corpus
The assistance and guidance they will give to this endeavor will define in the future the limit of progress to be achieved.,Yes,UN General Debates Corpus
Eventually there will be practically no one in the whole world who will know what business the United States of America has at all to be in Viet-Nam.,Yes,UN General Debates Corpus
The further trend of the situation in the Middle East will largely depend on relations between the Soviet Union and the United States.,Yes,UN General Debates Corpus
We think the United Nations has been and will be an expedient engineer of this future.,Yes,UN General Debates Corpus
I have no doubt that you will perform your duties here with the same distinction that has characterized your past public services.,Yes,UN General Debates Corpus
But the world will be safe once there is a resolution on the non-use of force in international relations and the permanent prohibition of the use of nuclear weapons.,Yes,UN General Debates Corpus
Exports of farm and agricultural products are and will continue to be very important in earning foreign exchange in Central America.,Yes,UN General Debates Corpus
My delegation will put forward the views of my Government in the relevant debates.,Yes,UN General Debates Corpus
The followers of the new religion of violence maintain and proclaim that they will stop at no crime to put an end to injustice.,Yes,UN General Debates Corpus
Great harm will ensue as a result of that struggle.,Yes,UN General Debates Corpus
I am confident that your outstanding knowledge and vision and rich experience in the United Nations will lead this session of the General Assembly to a fruitful conclusion.,Yes,UN General Debates Corpus
You will recall that at the last session of the General Assembly my Prime Minister had at some length discussed the proposal for the neutralization of South-East Asia [1948th meeting].,Yes,UN General Debates Corpus
The committee has already had its first meeting and will continue its studies with further meetings in future.,Yes,UN General Debates Corpus
It has been raised and will continue to be raised at every opportunity not only to demonstrate our concern and anxiety but also to bring home the point that such an unbalanced international growth will not be conducive to a stable world order.,Yes,UN General Debates Corpus
Whatever disputes or differences exist at present or may arise in the future can and must be resolved by peaceful means and in a manner that will recognize and preserve the legitimate rights of all parties concerned without prejudice to their basic national interests.,Yes,UN General Debates Corpus
The peace and security of the Gulf will be greatly enhanced by making the Indian Ocean region a zone of peace.,Yes,UN General Debates Corpus
We support the resolution adopted by the General Assembly last year on this question [resolution 2832 (XXVI)] and will welcome any further action at this session to ensure its implementation.,Yes,UN General Debates Corpus
It will be unnecessary for me to dwell upon the serious economic problems facing the developing countries and the failure of all attempts to narrow the ever-widening gap between the developed and the developing countries.,Yes,UN General Debates Corpus
Spain will give favorable consideration to any efforts which may be made along these lines.,Yes,UN General Debates Corpus
The alleged freedoms that some are now seeking are only strategic political demands which will be translated sooner or later into attempts against peace and security.,Yes,UN General Debates Corpus
It is true that within the concept of under-development there are varying degrees and that there are pressing and urgent measures the adoption of which will admit of no delay.,Yes,UN General Debates Corpus
There is not the slightest possibility that the Africans in Southern Rhodesia will change their mind and the Pearce Commission makes this point quite clear.,Yes,UN General Debates Corpus
The United Kingdom Government must act to ensure that there will be no independence in Southern Rhodesia before majority rule.,Yes,UN General Debates Corpus
To Africans in that Territory and to Africa as a whole no compromise will be acceptable.,Yes,UN General Debates Corpus
It is through this assistance that Southern Rhodesia will be saved from racial bloodshed.,Yes,UN General Debates Corpus
you will say.,Yes,UN General Debates Corpus
Sooner or later the frontiers of disapproval and isolation will close round these islands of hatred and racism.,Yes,UN General Debates Corpus
I have no doubt that this Assembly will render a judgment that is worthy of it as a world forum for justice.,Yes,UN General Debates Corpus
No amount of words by those who hold great investments in South Africa will convince us that they are serious about restoring justice and equity in that society.,Yes,UN General Debates Corpus
My Government will continue to give material and other aid to all freedom-fighters in the Territories I have mentioned.,Yes,UN General Debates Corpus
In this connexion the enlargement and consolidation of the European Economic Community will be significant for Africa in general and my country in particular.,Yes,UN General Debates Corpus
My Government will support an effective international policy for the exploitation of these resources for the benefit of all.,Yes,UN General Debates Corpus
All those who have property in Uganda have been asked to make an inventory of such property on forms which have been provided by our Ministry of Commerce and on the basis of which such property will be sold and the proceeds credited to the accounts of its owners.,Yes,UN General Debates Corpus
A strong and purposeful OAU will add immensely to the purposefulness and effectiveness of this Organization.,Yes,UN General Debates Corpus
We are sure that our President will guide the work of our Organization with the hand of a master.,Yes,UN General Debates Corpus
And thus our agricultural workers will have a modern system of storage for their products and enjoy better marketing conditions.,Yes,UN General Debates Corpus
This will be a true liberation from the economic dependency which was keeping us in the position of a country that only produced raw materials.,Yes,UN General Debates Corpus
We trust that all Governments will act accordingly and thus ensure fraternity throughout the world.,Yes,UN General Debates Corpus
The African nations are beginning to be heard when great historic decisions are made and their importance will continue to increase.,Yes,UN General Debates Corpus
But that will depend not so much on the smaller nations as on those that have the resources of power; it will depend on the great Powers.,Yes,UN General Debates Corpus
In due course we will hold the necessary consultations.,Yes,UN General Debates Corpus
The list also includes Portugal and others which will try to give their criminal acts a façade of legitimacy under the banner of the United Nations.,Yes,UN General Debates Corpus
Let us remove the hand of colonialism and exploitation from the peoples of the United Nations so that this international gathering will be a true representation of its peoples.,Yes,UN General Debates Corpus
The acceptance of Arabic as an official language of the United Nations will contribute immensely to world literature and civilization.,Yes,UN General Debates Corpus
We are confident that under your leadership the General Assembly will function effectively and harmoniously.,Yes,UN General Debates Corpus
We are confident that the progress under way in Europe will pave the way for the two German States to become Members of the United Nations in the near future.,Yes,UN General Debates Corpus
It is therefore natural that the Finnish Government will remain fully committed to this Organization and will give its continued support to the Secretary-General in his efforts to strengthen it as an instrument for solving international disputes.,Yes,UN General Debates Corpus
The agenda of the present session includes many important items to the consideration of which the delegation of Lebanon will lend its full co-operation.,Yes,UN General Debates Corpus
But much more will have to be done and our efforts to achieve the goals we seek must be increased.,Yes,UN General Debates Corpus
Lebanon for its part will contribute within its means to the collective undertaking for the preservation of the environment.,Yes,UN General Debates Corpus
We trust they will be productive.,Yes,UN General Debates Corpus
The United States will pursue the following general aims.,Yes,UN General Debates Corpus
The United States will continue to lend its full support to all practical efforts to those ends.,Yes,UN General Debates Corpus
A revised Single Convention on Narcotic Drugs will give the International Narcotics Control Board authority to reduce poppy cultivation and opium production in countries shown to be sources of that traffic.,Yes,UN General Debates Corpus
During this session the United Nations will have an opportunity and an obligation to take action of vital importance to the international community.,Yes,UN General Debates Corpus
Undoubtedly history will remember the political courage with which we have honored the Charter and thus put an end to the conflict caused in our consciences by restoring the lawful rights of the People's Republic of China in the United Nations.,Yes,UN General Debates Corpus
In this way it will shoulder its responsibilities towards the international community.,Yes,UN General Debates Corpus
Some have already stated that this question will constitute the central focus of our discussions.,Yes,UN General Debates Corpus
The liberation of Africa was the dominant theme of the meeting and practical measures were taken to ensure that the struggle will be supported wholeheartedly.,Yes,UN General Debates Corpus
He may be assured that my delegation will be at his side and support him in his noble and lofty task of serving faithfully and indefatigably the interests of the whole international community.,Yes,UN General Debates Corpus
Burundi will endorse any regional or subregional project in the transport field and will support any measures designed to help the land-locked countries by special freight rates and by facilitating the transit of their goods through neighboring countries.,Yes,UN General Debates Corpus
This gives us assurance that his leadership of the Secretariat will be guided by the same principles and qualities.,Yes,UN General Debates Corpus
The economic pluralism to which I have just referred will permit real and progressive participation by citizens at all levels in the decisions which affect their destiny.,Yes,UN General Debates Corpus
The new Education Act sets up a new system in this decisive field and will progressively lead to a better and more adequate adaptation of our people to their environment.,Yes,UN General Debates Corpus
Within a new articulation of the world's economic affairs the third world must devise a consistent and united strategy that will make of it a single and sufficiently powerful unit.,Yes,UN General Debates Corpus
This in turn will lead to our increased participation in the profit earned from trade in those products and thus we shall be in a position to recover sovereign control over the natural resources which give rise to that wealth.,Yes,UN General Debates Corpus
We trust that an over-all solution to the monetary problem will be found through that group.,Yes,UN General Debates Corpus
It is in the light of the principles enunciated in the Declaration that my Government will state its views on those international issues which are the concern of all Member States.,Yes,UN General Debates Corpus
Another disappointing aspect of the Rhodesian situation is that the United States will continue to break international law and undermine the authority of the Security Council by openly violating the sanctions against Southern Rhodesia which it is pledged to enforce.,Yes,UN General Debates Corpus
Of one thing we can be certain: there will be no peace in the Middle East until the wrongs done to the Palestinian people have been righted and until Arab territory illegally seized by Israel has been returned.,Yes,UN General Debates Corpus
My Government will consider carefully all proposals that are put forward as part of the world Organization's effort to end or contain international terrorism.,Yes,UN General Debates Corpus
Whether or not this development will lead to the attainment of a durable peace is still a matter of conjecture.,Yes,UN General Debates Corpus
It is our belief that its involvement in international affairs has had and we are confident it will continue to have a salutary effect on the councils of the world.,Yes,UN General Debates Corpus
My delegation sincerely believes that in due course the statehood of Bangladesh will have to be given due recognition by the international community as a whole.,Yes,UN General Debates Corpus
The whole will be no better than the sum of its parts.,Yes,UN General Debates Corpus
The extremist thesis that the democratic and Communist nations cannot coexist in the same world and that sooner or later one form of society will completely dominate the other must be rejected in theory and in practice as the product of sick fanaticism.,Yes,UN General Debates Corpus
My delegation will support any draft resolution or convention intended to combat in the most effective way possible this criminal activity.,Yes,UN General Debates Corpus
We have proposed and will continue to ; propose and support dispassionate draft resolutions which seek a meeting of the minds between the parties.,Yes,UN General Debates Corpus
We trust that in reducing their arms expenditures they will channel such resources to the peoples that live submerged in underdevelopment and thereby co-operate with them in the attainment of a better life.,Yes,UN General Debates Corpus
Everything suggests that Africa will be for a long time to come the sick continent of the century and the most long suffering one or our planet.,Yes,UN General Debates Corpus
We are confident that under his able guidance our discussions during succeeding months will be fruitful.,Yes,UN General Debates Corpus
Improved relations between Japan and China will undoubtedly be a positive factor in ensuring peace and stability in East Asia.,Yes,UN General Debates Corpus
My Government regards the work of the Committee on the Peaceful Uses of the Sea-bed and the Ocean Floor beyond the Limits of National Jurisdiction as of great importance and will closely watch the outcome of the proposed conference on the law of the sea scheduled to be convened in 1973.,Yes,UN General Debates Corpus
What I have in mind is the fact that this year the peoples of the Soviet Union and all progressive mankind will be celebrating the fifty-fifth anniversary of Soviet rule and the fiftieth anniversary of the establishment of the Union of Soviet Socialist Republics.,Yes,UN General Debates Corpus
All these are the lofty principles and purposes which must serve as a basis for relations between the States which will take part in the all-European conference.,Yes,UN General Debates Corpus
There is no dispute among States Members of this Organization that what is required in the Rhodesian problem is a constitutional arrangement which will prove to be acceptable to the people of Rhodesia as a whole and which will eventually lead to the attainment of democratic independence.,Yes,UN General Debates Corpus
The proceedings over the past three weeks have demonstrated that you will discharge your functions in a manner calculated to promote the purposes and principles of the United Nations and to enhance the standing of the Organization.,Yes,UN General Debates Corpus
Britain and Ireland together with the divided communities in the North will have to be involved in the resolution of that conflict.,Yes,UN General Debates Corpus
Interim measures can allow a process of reconciliation to begin: membership by Britain and both parts of Ireland in the European Community will undoubtedly help.,Yes,UN General Debates Corpus
But the process of reconciliation will advance only if there is an acceptance of the need to promote and work positively towards a stable and lasting settlement on a new basis in Ireland.,Yes,UN General Debates Corpus
We are confident that under your wise and able guidance the work of the session will be successfully concluded.,Yes,UN General Debates Corpus
We trust that by our next session even greater progress will have been reported.,Yes,UN General Debates Corpus
We are convinced that under your guidance this General Assembly will be successful in its work.,Yes,UN General Debates Corpus
We sincerely hoDe that the necessary prerequisites will be soon brought about to enable both German States to become Members of our world Organization.,Yes,UN General Debates Corpus
The Federal Government of Austria has condemned and will continue to condemn terrorism.,Yes,UN General Debates Corpus
Austria itself has taken and will take all measures necessary to suppress and to eliminate terrorism.,Yes,UN General Debates Corpus
Those Territories will be independent.,Yes,UN General Debates Corpus
This initial progress can open up prospects of fruitful debate which will make it possible to reach general agreements within the framework of a world conference on disarmament.,Yes,UN General Debates Corpus
My Government will continue to support the people of Zimbabwe in their just struggle to achieve self-determination and independence on the basis of majority rule.,Yes,UN General Debates Corpus
Zambia will continue to render assistance to the people of Namibia in the struggle for their self-determination and independence as a unitary State.,Yes,UN General Debates Corpus
Special mention should be made of the talks between the Soviet Union and the United States which resulted in the conclusion between those two countries of important agreements the implementation of which will clearly serve the interests of all States and the cause of universal peace.,Yes,UN General Debates Corpus
The further strengthening of peace and security in that part of the world will depend on good-neighborly relations between the countries in that region.,Yes,UN General Debates Corpus
The adoption of this proposal will ensure that world-wide television broadcasting is carried on with strict respect for the national sovereignty of all countries in the interests of maintaining international peace and security and strengthening co-operation among nations.,Yes,UN General Debates Corpus
A careful analysis of United Nations activities during the past 27 years will show that they might have been immeasurably more fruitful and effective if all Members had adhered unswervingly to the letter and spirit of the Charter and if all States without exception had conducted their foreign policy strictly in accordance with its principles.,Yes,UN General Debates Corpus
This association of States is and will remain open to co-operation with the rest of the world.,Yes,UN General Debates Corpus
Further momentum for this process will be provided by the conference for security and co-operation in Europe.,Yes,UN General Debates Corpus
We equally trust that the resumption of the Strategic Arms Limitation Talks will bring about fruitful results.,Yes,UN General Debates Corpus
We are convinced that the presence of the People's Republic of China in the United Nations will contribute to the settlement of many problems confronting the Organization.,Yes,UN General Debates Corpus
There is no doubt whatever that its cause will triumph.,Yes,UN General Debates Corpus
Any other approach will be doomed to failure.,Yes,UN General Debates Corpus
We are confident that in this instance the Chinese Government's decision will prevent a repetition of Europe's unhappy experience after the First World War.,Yes,UN General Debates Corpus
What is needed is an immediate cessation of hostilities and the establishment of a fully representative Government of national unity which will have both the political will and the capacity to repair the havoc of war and release the people of Viet-Nam from the terror that has haunted them for three decades.,Yes,UN General Debates Corpus
Inflexible adherence to the practices hitherto permitted and the privileges hitherto enjoyed by a relatively few major maritime Powers under their anachronistic interpretation of the doctrine of the freedom of the high seas will need to be replaced by a more just and equitable adaptation of that doctrine to suit the economic realities of the modern world.,Yes,UN General Debates Corpus
We are convinced that a general positive attitude will manifest itself as this Assembly now takes the next step towards an international environment policy.,Yes,UN General Debates Corpus
Moral law must always prevail over so-called requirements of security and must prohibit the taking of the smallest risk that one will miss the target and kill even one innocent person.,Yes,UN General Debates Corpus
The setting of priorities for action to be taken will have to be such as to weigh carefully all the problems to be resolved.,Yes,UN General Debates Corpus
The United Nations will have no choice but to devote all its efforts to those human tragedies that are still awaiting their catharsis.,Yes,UN General Debates Corpus
At this session this Assembly will see the confrontation of ideologies and interests.,Yes,UN General Debates Corpus
Unanimity will be difficult to achieve on a large number of questions.,Yes,UN General Debates Corpus
It is erroneous and Utopian for Portugal to believe that it will withstand the struggle for national liberation on which the populations of these countries have embarked.,Yes,UN General Debates Corpus
In Rhodesia we were going to say in Zimbabwe-it is almost seven years since Ian Smith and his band defied the international community and the United Kingdom by deliberately choosing illegality.,Yes,UN General Debates Corpus
We should like to believe that that Agreement is the first step in a deescalation that will banish once and for all the prospects of a nuclear war.,Yes,UN General Debates Corpus
Most nations will acknowledge that the United Nations has not yet made sufficient progress in stabilizing international political relations within a generally acceptable code of international rules.,Yes,UN General Debates Corpus
Its potential for practical implementation that will lead us to a well-ordered world system is still very far from exhausted.,Yes,UN General Debates Corpus
The program of work for this session offers us opportunities to help the United Nations to establish a world system in which agreed international laws and practices will prevail.,Yes,UN General Debates Corpus
The reputation of the United Nations as a whole will be gravely affected if the Organization is seen to shrink from facing the problem.,Yes,UN General Debates Corpus
Australia will support the adoption by the General Assembly of the Conference's reports and the recommendations contained therein.,Yes,UN General Debates Corpus
We will seek election to that body at this session of the Assembly and we have already announced a pledge of $2.5 million to the voluntary Environment Fund.,Yes,UN General Debates Corpus
Independence will follow when the House of Assembly decides the time is right.,Yes,UN General Debates Corpus
Papua New Guinea will consequently be able to attend the next meeting of the South Pacific Forum as an observer.,Yes,UN General Debates Corpus
The next move in this context will be the forthcoming preparatory talks soon to be held in Helsinki leading to a full-scale conference on European security and co-operation.,Yes,UN General Debates Corpus
I feel confident that you will guide our proceedings in a manner that will enable us to solve the difficult problems that face us at this session.,Yes,UN General Debates Corpus
For so long as the situation in those Territories remains as it is today so long as the peoples of those Territories are denied the opportunity to exercise their rights to independence and self-determination-there will remain an indelible blot on the record of the United Nations.,Yes,UN General Debates Corpus
The continued failure of the moderate and liberal-minded section of the South African community to secure influential positions in the public life of that country is an indication that no amount of dialog or fraternization will deflect the obscurantist and inflexible advocates of apartheid from their course aimed at the total dehumanization of black people in that country and beyond.,Yes,UN General Debates Corpus
It will be recalled that one of the basic assumptions of the Strategy is the existence in the developed countries of the political will necessary for the implementation of the measures expected of them in the Strategy.,Yes,UN General Debates Corpus
The international community has a right to expect that the agreements concluded in Moscow will open the way to more far-reaching nuclear arms control and disarmament measures.,Yes,UN General Debates Corpus
But we can expect that in the not-too- distant future the universality of the United Nations will be strengthened through the extension of membership to the peoples of the divided countries.,Yes,UN General Debates Corpus
Some fear it will be too diffuse to be useful; others that it will be too narrow to be constructive.,Yes,UN General Debates Corpus
The means of dealing with the problem will be as varied as its forms.,Yes,UN General Debates Corpus
Perhaps new international machinery and new international legal instruments will be necessary as well.,Yes,UN General Debates Corpus
It will be combined with an intensified search to ensure that the co-operation is extended in the forms we are best fitted to provide and our partners are best fitted to use.,Yes,UN General Debates Corpus
Hand in hand with this will go measures to improve the terms on which the developing countries have access to our markets.,Yes,UN General Debates Corpus
It will undoubtedly take its place as one of the major conferences in United Nations history.,Yes,UN General Debates Corpus
This will be possible if the sea-bed Committee  is able to hold two further sessions during 1973.,Yes,UN General Debates Corpus
The Canadian delegation will work to ensure that this problem receives the steady attention it deserves.,Yes,UN General Debates Corpus
The fact that so many of the leaders of the world will participate in this general debate should be sufficient testimony to our commitment and to our determination to use the opportunities of the session to advance the objectives of the Organization.,Yes,UN General Debates Corpus
Few will doubt that this insight marks a further advance in man's development.,Yes,UN General Debates Corpus
But the processes of democratization will take many forms and high among them must be the universality of membership of this Organization.,Yes,UN General Debates Corpus
It firmly expects that this committee will be set up without delay and that it will facilitate the access of the people of Namibia to full sovereignty in the shortest possible time.,Yes,UN General Debates Corpus
Their exploration is proceeding favorably and their exploitation will be under way quite soon.,Yes,UN General Debates Corpus
Therefore we wonder whether it is necessary to have innumerable factories if their chimneys are going to pour our toxic products on us day after day.,Yes,UN General Debates Corpus
We sincerely pray that one day peace and harmony will prevail in that part of the world.,Yes,UN General Debates Corpus
International public opinion is also entitled to expect that all countries will bend every effort to help find a final solution to the problem of the peninsula.,Yes,UN General Debates Corpus
This bitter statement puts me in mind of the well-known sentence of President Kennedy expressing a harsh truth: 'Mankind will have to put an end to war or war will put an end to mankind.',Yes,UN General Debates Corpus
Posterity will judge the effectiveness of the acts of the international Organization in the field of decolonization.,Yes,UN General Debates Corpus
In view of this alarming situation my country appeals to the universal conscience so that all free and justice-loving States will do everything in their power to compel the Lisbon leaders to comply with resolution 1514 (XV).,Yes,UN General Debates Corpus
These preparatory activities and any decisions that might emerge from the conference will bear the tint and seal of the attempts at hegemony of the two super-Powers.,Yes,UN General Debates Corpus
They will achieve it through a resolute struggle against them and their imperialist conspiracy.,Yes,UN General Debates Corpus
There is no doubt that a true and just peace will be established in Viet-Nam and throughout IndoChina and it will be achieved through the resolute struggle of the heroic peoples of IndoChina.,Yes,UN General Debates Corpus
Those peoples have clearly made it known that they will not renounce even an inch of Arab land and that there will be no bargaining on the Palestinian question.',Yes,UN General Debates Corpus
Many other measures will have to be adopted in order that the Organization may live up to the provisions of the Charter and the demands of our times.,Yes,UN General Debates Corpus
Our aim is to enhance the living standards of Ghanaians and to lay the foundation of institutions which will cultivate the cultural and spiritual values of the individual in an atmosphere of peace and justice.,Yes,UN General Debates Corpus
That additional assistance can be financed by diverting but a tiny percentage of the incremental income which will accrue to the developed countries during the 1970s.,Yes,UN General Debates Corpus
Their signature will reaffirm the bonds already existing between the two States and at the same time help to strengthen their political stability.,Yes,UN General Debates Corpus
We therefore offer our undeserved support to the resolutions to that end which will be submitted at this twenty-seventh session.,Yes,UN General Debates Corpus
The impassioned debates on ecology and the environment mark a growing awareness of the problems posed by the consumer society and may usher in a new era of civilization in which man will rediscover his sense of proportion and natural equilibrium.,Yes,UN General Debates Corpus
All these manifestations of goodwill reflect our concern to harness the aspirations and anxieties of youth in order to build a world commensurate with twentieth- century man.,Yes,UN General Debates Corpus
We are convinced that your ability and your experience in international problems will ensure success in the deliberations of the Assembly.,Yes,UN General Debates Corpus
The efforts made by Mr. Kurt Waldheim in the course of this year strengthen our conviction that his election was well advised and that his talents and ability will contribute effectively to the fulfillment of the goals of the United Nations.,Yes,UN General Debates Corpus
Further talks on the matter are to be held and we trust that they will be fruitful.,Yes,UN General Debates Corpus
We are therefore confident that this case will be no exception.,Yes,UN General Debates Corpus
That is why it is already high time to address an urgent appeal to all peoples and men of goodwill to join their energies and bend all their will towards the achievement of justice and peace in the world.,Yes,UN General Debates Corpus
My Government will steadfastly work for the peaceful solution of any problems that have arisen and will demonstrate in action its deep concern for the preservation of the East African community and for the smooth running of its common services.,Yes,UN General Debates Corpus
When the time comes-and the sooner the better-the four Powers which will continue to have special duties vis-a-vis Germany and Berlin will undoubtedly be the first to want to support these two candidates for admission to the United Nations.,Yes,UN General Debates Corpus
On 1 January the Community will group together some 250 million Europeans.,Yes,UN General Debates Corpus
In this respect the current United Nations Cocoa Conference will put to the test our determination to arrive at a satisfactory solution.,Yes,UN General Debates Corpus
Our purpose in this improving situation will be to ensure that the momentum towards an ever-expanding area of understanding and accommodation is maintained.,Yes,UN General Debates Corpus
They have also agreed that in Jammu and Kashmir the entire line of control as it existed at the time of ceasefire on 17 December 1971 will be respected by both sides.,Yes,UN General Debates Corpus
The welcome accorded to the Simla Agreement by the international community will sustain the efforts of the two Governments and their leaders to work patiently towards a durable peace.,Yes,UN General Debates Corpus
Its full and effective application should bring about conditions in both countries which will enable their peoples to utilize their resources and energies for the pressing task of advancing their welfare.,Yes,UN General Debates Corpus
The heroism and fortitude of the people of Bangladesh will be an invaluable asset in the reconstruction of their country.,Yes,UN General Debates Corpus
The solution of these problems will require a degree of awareness and co-operation which are unfortunately still lacking.,Yes,UN General Debates Corpus
We are confident that you will fulfill your difficult duties with the same distinction that you have devoted to other duties in the service of your country.,Yes,UN General Debates Corpus
We realize that we have only just begun the task of laying the basic infrastructure for further economic and social development and we realize that the road ahead will be both long and arduous.,Yes,UN General Debates Corpus
We will resist these foreign elements which seek to interfere in our internal affairs and which have openly and shamelessly declared their aggressive and seditious intentions.,Yes,UN General Debates Corpus
Some day all mankind will sit as a unanimous Nuremberg Tribunal in judgment on those who have thus befouled the human spirit.,Yes,UN General Debates Corpus
The United States Government never had any reason whatsoever to interfere in the affairs of Viet-Nam; it never had and never will have any right to interfere in the life of that people or of any other.,Yes,UN General Debates Corpus
But in so doing we must draw attention to the fact that these efforts will meet with mighty obstacles as long as the policies of imperialist aggression and exploitation survive in the world.,Yes,UN General Debates Corpus
Cuba is confident that this Assembly will approve the report of the Special Committee [Al8723jRev.l] and thereby authorize it next year to adopt and implement decisions regarding Puerto Rico.,Yes,UN General Debates Corpus
It will continue along that road until it is able to prove that Yankee imperialism is also not invincible.,Yes,UN General Debates Corpus
Cuba has already made known its views regarding this unacceptable maneuver and in due course will continue to fight against both it and any other stratagem used in this Organization to combat the revolutionary movements.,Yes,UN General Debates Corpus
